LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus
3936,15311.9,10.53,315.93,MO,0,9225,729,72,PAYING
3937,16147.6,13.02,354.33,MO,0,12450,671,72,PAYING
3938,14550.25,11.07,291.32,MO,0,7850,695,72,PAYING
3939,15327.42,13.13,374.19,MO,0,11075,685,72,PAYING
3940,15919.87,11.7,330.54,MO,0,9425,675,72,PAYING
3941,17824.5,13,381.55,MO,0,17442,658,72,PAYING
3942,26755.84,11.7,545.24,MO,14,21466,552,72,PAYING
3943,33503.4,12.11,675.09,MO,71,26073,575,72,PAYING
3944,18961.82,10.18,366.5,MO,40,15084,569,72,PAYING
3945,32943.96,10.1,655.64,MO,0,33630,605,72,PAYING
3946,2679.79,14.2,581.03,MO,71,20482,473,72,INSURANCE PAYMENT
3947,25575.99,12.21,527.92,MO,0,19916,576,72,PAYING
3948,17760.05,10.19,354.7,MO,0,18220,585,72,PAYING
3949,10546.07,12.49,223.68,MO,0,9662,600,72,PAYING
3950,15628.59,12.06,329.02,MO,0,16786,585,72,PAYING
3951,22757.96,11.65,475.06,MO,0,15900,658,72,PAYING
3952,10818.64,11.31,226.61,MO,0,6775,810,72,PAYING
3953,17776.66,18,411.72,MO,144,12503,576,72,REPO HOLD
3954,26830.32,14.83,605.23,MO,0,22774,472,72,PAYING
3955,14734.9,9.42,375.25,MO,0,14773,640,54,PAYING
3956,11535.16,12.45,244.05,MO,0,11443,638,72,PAYING
3957,15221.87,12.23,316.76,MO,11,12170,661,72,PAYING
3958,31771.31,12.17,665.93,MO,0,25003,637,72,PAYING
3959,30415.12,10,615.22,MO,0,24691,528,72,PAYING
3960,15519.88,10.33,311.27,MO,0,12643,661,72,PAYING
3961,24577.11,12.15,567.11,MO,0,20818,614,64,PAYING
3962,18344.4,10.28,370.29,MO,0,17531,640,72,PAYING
3963,10454.22,9.32,204.84,MO,0,9674,623,72,PAYING
3964,17824.63,12,383.54,MO,0,17434,514,72,PAYING
3965,13738.86,13.7,313.27,MO,0,12743,603,68,PAYING
3966,12911.07,9.5,255.31,MO,0,9348,551,72,PAYING
3967,18221.17,8.5,350.74,MO,0,14541,653,72,PAYING
3968,17776.63,10.48,351.65,MO,0,13225,692,72,PAYING
3969,15270.6,10.1,306.72,MO,0,12000,621,72,PAYING
3970,13438.83,10.59,273.29,MO,0,9150,687,72,PAYING
3971,10933.34,10.2,316.65,MO,0,5575,683,72,PAYING
3972,15923.2,10.42,321.65,MO,0,10275,685,72,PAYING
3973,12036.78,11.8,242.59,MO,15,7675,589,72,PAYING
3974,30662.98,12.11,652.19,MO,0,29525,586,72,PAYING
3975,14352.71,12.36,302.59,MO,0,12529,576,72,PAYING
3976,30084.29,12.17,633.35,MO,0,27760,677,72,PAYING
3977,18318.07,10.19,360.87,MO,8,15987,627,72,PAYING
3978,16568.01,12.32,348.54,MO,0,13435,622,72,PAYING
3979,15104.72,12.06,317.15,MO,0,14682,590,72,PAYING
3980,13723,10.37,275.76,MO,0,12252,576,72,PAYING
3981,20271.15,12.26,422.88,MO,10,15941,598,72,PAYING
3982,18626.52,11.3,385.07,MO,0,20031,610,72,PAYING
3983,16403.75,15.13,369.2,MO,0,15605,564,72,PAYING
3984,21174.14,10.1,429.42,MO,0,17640,616,72,PAYING
3985,25062.11,12.7,535.98,MO,0,22502,621,72,PAYING
3986,17346.36,12.3,365.76,MO,0,13829,612,72,PAYING
3987,19367.76,12,400.09,MO,8,18188,576,72,PAYING
3988,13152.59,10.39,264.41,MO,0,12372,727,72,PAYING
3989,34239.65,13.15,736.77,MO,0,26223,589,72,PAYING
3990,12552.13,10.37,365.1,MO,0,10610,595,48,PAYING
3991,12360.46,15.45,275.97,MO,0,10766,645,72,PAYING
3992,19937.49,10.17,398.03,MO,0,17355,609,72,PAYING
3993,24733.02,12.21,521.42,MO,0,20169,603,72,PAYING
3994,29495.53,14.19,633.29,MO,7,23760,629,72,PAYING
3995,28099.57,10,562.26,MO,0,26183,439,72,PAYING
3996,26670.93,12.2,562.07,MO,0,20660,641,72,PAYING
3997,18115.04,12.29,382.46,MO,0,16655,606,72,PAYING
3998,11670.46,12.94,288.78,MO,0,10361,692,60,PAYING
3999,10228.11,11.7,213.04,MO,0,12392,597,72,PAYING
4000,19826.41,19.79,504.41,MO,0,19315,603,72,PAYING
4001,22849.71,12.24,528.33,MO,0,19322,645,66,PAYING
4002,23041.12,10.22,461.29,MO,0,20190,582,72,PAYING
4003,19011.24,10.04,380.53,MO,0,16137,633,72,PAYING
4004,22763.76,13.24,560.95,MO,0,19211,677,64,PAYING
4005,11525.21,12,238.75,MO,6,10829,641,72,PAYING
4006,21805.86,13.25,461.83,MO,6,17728,505,72,PAYING
4007,14301.91,10.35,287.68,MO,0,13901,663,72,PAYING
4008,20326.76,12.17,421.82,MO,6,17479,599,72,PAYING
4009,19894.99,12.25,433.4,MO,0,16736,605,72,PAYING
4010,15166.02,12.35,319.65,MO,0,15295,556,72,PAYING
4011,16868.93,12.31,356.26,MO,0,15399,626,72,PAYING
4012,15081.89,12.26,369.8,MO,0,15035,636,60,PAYING
4013,9613.29,21,349.47,MO,0,675,570,48,PAYING
4014,9679.13,21,349.47,MO,0,2600,545,48,PAYING
4015,10801.42,21,408.96,MO,0,6725,505,48,PAYING
4016,10567.95,21,339.87,MO,161,4175,530,48,BUY BACK HOLD
4017,13671.48,21,439.73,MO,0,6275,511,54,PAYING
4018,9377.48,21,324.7,MO,5,1325,678,48,PAYING
4019,8996.71,21,383.75,MO,61,1375,494,36,PAYING
4020,3701.92,21,155.06,MO,0,3475,805,42,PAYING
4021,24231.39,10.98,497.68,MO,0,16400,685,72,PAYING
4022,11204.28,12.6,266.85,MO,0,6750,662,63,PAYING
4023,17701.84,11.08,365.3,MO,0,12075,694,72,PAYING
4024,15725.13,11.63,328.94,MO,0,0,742,72,PAYING
4025,18502.31,12.89,395.73,MO,0,17667,660,72,PAYING
4026,16285.35,9.31,314.66,MO,5,21213,639,72,PAYING
4027,20519.34,13,502.29,MO,5,19424,598,60,PAYING
4028,10398.49,9.48,204.67,MO,0,9810,649,72,PAYING
4029,14960.22,15,338.89,MO,0,13171,574,72,PAYING
4030,25991.27,13.2,559.87,MO,0,25515,653,72,PAYING
4031,20819.04,15.27,465,MO,5,19671,525,72,PAYING
4032,25697.32,12.21,532.5,MO,5,19499,617,72,PAYING
4033,18426.8,13.29,389.64,MO,5,18514,519,72,PAYING
4034,31321.28,12.17,649.87,MO,5,26604,572,72,PAYING
4035,13599.53,13.45,339.91,MO,0,11132,546,60,PAYING
4036,21524.84,12.24,454.56,MO,0,16904,605,72,PAYING
4037,14483.13,11.16,298.15,MO,0,10500,650,72,PAYING
4038,20961.09,10.74,428.75,MO,0,15750,668,72,PAYING
4039,36380.66,10.7,731.6,MO,0,30032,546,73,PAYING
4040,21898.05,9.5,432.56,MO,0,21487,602,72,PAYING
4041,31899.49,9.5,631.29,MO,0,28015,611,72,PAYING
4042,20668.46,9.24,404.69,MO,0,18511,670,72,PAYING
4043,15245.79,13.8,331.71,MO,5,11901,556,72,PAYING
4044,33779.3,14.91,756.12,MO,0,33455,556,72,PAYING
4045,19445.61,9.5,402.23,MO,4,20562,597,67,PAYING
4046,15719.53,12.46,445.31,MO,32,13533,610,49,PAYING
4047,13385.37,13.07,288.59,MO,0,13450,592,72,PAYING
4048,13959.81,13.39,295.98,MO,4,13506,631,72,PAYING
4049,27654.11,12.19,582.71,MO,0,32509,555,72,PAYING
4050,14617.17,10.23,292.93,MO,0,14907,630,72,PAYING
4051,13573.28,13.39,294.25,MO,0,13217,624,72,PAYING
4052,15593.25,10.32,314.36,MO,0,14172,707,72,PAYING
4053,11593.92,10,231.86,MO,0,11664,592,72,PAYING
4054,13899.59,12,308.43,MO,0,13859,588,72,PAYING
4055,15496.73,12.34,327.06,MO,0,17712,572,72,PAYING
4056,21756.99,12.04,458,MO,0,17359,637,72,PAYING
4057,29370.37,10.18,578.63,MO,0,24869,644,72,PAYING
4058,25324.47,13.21,545.97,MO,0,28374,636,72,PAYING
4059,11737.22,11.57,244.28,MO,0,12468,624,72,PAYING
4060,17977.52,12.28,395.46,MO,4,16078,565,72,PAYING
4061,14611.52,10.1,294.31,MO,0,13825,689,72,PAYING
4062,16868.9,9.89,336.97,MO,0,10525,674,72,PAYING
4063,23281.8,10.99,477.92,MO,0,17250,678,72,PAYING
4064,19097,10.18,372.71,MO,29,14969,679,72,PAYING
4065,12105.18,12.44,250.48,MO,1,10721,631,72,PAYING
4066,17427.59,12,367.41,MO,0,17104,659,72,PAYING
4067,15896.34,15,359.4,MO,0,15272,673,72,PAYING
4068,24190.21,10.21,491.2,MO,0,21978,678,72,PAYING
4069,16380.78,15,364.99,MO,0,13395,453,72,PAYING
4070,25403.4,10.03,508.73,MO,0,24071,689,72,PAYING
4071,15472.65,15.36,345.83,MO,1,12734,631,72,PAYING
4072,16576.73,12,348.51,MO,0,13399,575,72,PAYING
4073,19313.24,9.76,377.7,MO,0,17475,669,72,PAYING
4074,19033.63,15,426.41,MO,0,14710,503,72,PAYING
4075,20410.24,12.26,430.42,MO,0,22485,622,72,PAYING
4076,16801.58,12.32,349.59,MO,0,13748,656,72,PAYING
4077,10564.67,12.5,220.91,MO,0,11339,638,72,PAYING
4078,11641.53,12,275.51,MO,28,10663,621,60,PAYING
4079,16994.63,12.21,350.61,MO,0,15913,614,72,PAYING
4080,23010.51,12,488.02,MO,0,18809,582,72,PAYING
4081,20629.06,13.26,440.22,MO,0,21325,551,72,PAYING
4082,22126.38,10.04,442.89,MO,0,20401,734,72,PAYING
4083,20169.14,10,405.26,MO,0,23101,573,72,PAYING
4084,25698.88,12.2,540.02,MO,0,22468,678,72,PAYING
4085,13285.35,12.38,291.28,MO,0,15239,637,72,PAYING
4086,13452.08,10.38,270.88,MO,0,12499,677,72,PAYING
4087,13976.52,13.39,295.49,MO,0,13292,598,73,PAYING
4088,19820.18,10.25,405.91,MO,0,18397,636,72,PAYING
4089,13172.66,11.5,321.62,MO,0,7225,673,60,PAYING
4090,19498.21,10.7,397.22,MO,0,11900,706,72,PAYING
4091,18430.32,13.29,391.56,MO,0,14760,551,72,PAYING
4092,23487.03,12,565.34,MO,0,22922,687,60,PAYING
4093,25487.45,10.13,503.16,MO,0,26390,569,72,PAYING
4094,11347.88,13.47,242.32,MO,0,9991,580,72,PAYING
4095,17839.43,14.3,389.56,MO,0,16985,590,72,PAYING
4096,13187.8,12.4,275.17,MO,0,10406,610,72,PAYING
4097,19919.79,12.27,407.39,MO,28,18414,641,72,PAYING
4098,19644.18,15,439.15,MO,0,15766,529,72,PAYING
4099,31785.02,11.7,662.87,MO,0,22958,685,72,PAYING
4100,15870.57,11.63,325.02,MO,0,13398,644,72,PAYING
4101,23893.42,12.22,503.6,MO,0,18414,566,72,PAYING
4102,22206.73,12.24,459.36,MO,0,19080,551,72,PAYING
4103,19153.37,10.22,422.35,MO,58,17474,687,60,PAYING
4104,10647.24,13.5,228.12,MO,0,9629,667,72,PAYING
4105,17385.5,10.29,349.63,MO,0,15223,653,72,PAYING
4106,23105.14,12,486.26,MO,0,21441,643,72,PAYING
4107,29821.57,12.18,628.36,MO,0,30875,671,72,PAYING
4108,16198.07,10.21,320.38,MO,0,14059,653,72,PAYING
4109,14518.69,12,301.71,MO,0,13485,637,72,PAYING
4110,12622.2,21,350.88,MO,100,12250,478,60,REPO ASSIGN
4111,18556.61,21,587.75,MO,88,8775,503,48,PAYING
4112,15145.9,21,571.09,MO,27,4450,491,42,PAYING
4113,8642.73,21,385.64,MO,0,575,486,36,PAYING
4114,3295.41,21,276.5,MO,24,1325,0,25,PAYING
4115,12083.79,21,490.69,MO,0,2600,0,40,PAYING
4116,7699.33,21,271.9,MO,0,3500,0,48,PAYING
4117,12625.68,21,451.13,MO,0,2700,0,48,PAYING
4118,14348.65,21,451.65,MO,0,9025,0,54,PAYING
4119,11660.46,21,394.37,MO,17,0,458,48,REPO HOLD
4120,11362,21,398.6,MO,74,1150,460,42,PAYING
4121,17483.3,21,587.75,MO,30,8300,435,48,PAYING
4122,11484.61,21,398.86,MO,0,5800,496,48,PAYING
4123,8125.5,21,338.51,MO,74,1250,449,36,PAYING
4124,13765.09,11.19,285.34,MO,0,7050,645,72,PAYING
4125,18858.3,10.46,377.12,MO,0,10450,664,72,PAYING
4126,20173.19,10.77,420.53,MO,0,0,700,72,PAYING
4127,10158.59,10.6,300.34,MO,0,6225,596,48,PAYING
4128,12338.18,11.62,300.7,MO,0,10725,611,60,PAYING
4129,15643.24,9.5,306.13,MO,16,13782,632,72,PAYING
4130,22718.44,9.5,448.16,MO,0,16887,609,72,PAYING
4131,17284.09,12.6,364.81,MO,0,13094,496,72,PAYING
4132,19488.2,12.27,403.94,MO,0,13961,578,72,PAYING
4133,18573.26,12.19,393.48,MO,0,15840,608,72,PAYING
4134,18363.57,13.29,391.93,MO,0,15177,679,72,PAYING
4135,14416.03,10.36,286.34,MO,0,12680,671,72,PAYING
4136,22053.76,12.24,465.57,MO,0,21049,631,72,PAYING
4137,13655.8,12.39,284.48,MO,0,14270,523,72,PAYING
4138,38836.32,12.14,799.33,MO,0,36554,561,72,PAYING
4139,19936.53,10.26,394.56,MO,0,23086,634,72,PAYING
4140,34812.1,14.16,739.7,MO,0,28391,603,73,PAYING
4141,32274.8,10,632.15,MO,9,24957,578,72,PAYING
4142,19380.72,9.5,373.28,MO,37,16746,616,72,PAYING
4143,16602.55,11.1,342.3,MO,0,11400,670,72,PAYING
4144,15369.82,15.36,341.92,MO,0,12972,533,72,PAYING
4145,17802.18,9,345.56,MO,0,17873,589,72,PAYING
4146,11729.15,10.44,233.29,MO,0,12513,637,72,PAYING
4147,19249.11,12,405.67,MO,0,15764,657,72,PAYING
4148,18320.91,12.29,381.35,MO,0,16112,655,72,PAYING
4149,17944.46,15.31,398.03,MO,0,15816,583,72,PAYING
4150,22261.59,12.24,462.35,MO,0,16577,607,72,PAYING
4151,17544.98,10,346.82,MO,0,15830,575,72,PAYING
4152,13679.79,10,270.41,MO,0,15033,565,72,PAYING
4153,28257.12,12,586.98,MO,4,22344,667,72,PAYING
4154,31578.89,10.6,638.22,MO,0,30942,642,72,PAYING
4155,16016.86,10.1,317,MO,0,12075,670,72,PAYING
4156,18368.21,10.1,362.55,MO,0,13025,628,72,PAYING
4157,13441.49,11.25,312.06,MO,0,9500,738,63,PAYING
4158,10556.07,9,294.91,MO,0,10317,653,48,PAYING
4159,16539.84,10.31,333,MO,0,21216,677,72,PAYING
4160,13388.72,13.4,286.15,MO,0,11184,663,72,PAYING
4161,16301.53,13.33,348.22,MO,0,14471,575,72,PAYING
4162,18621.05,10.28,368.67,MO,0,18810,596,72,PAYING
4163,30241.59,12.18,627.37,MO,0,30342,671,72,PAYING
4164,22049.08,12,458.05,MO,0,17397,680,72,PAYING
4165,23041.1,12.23,476.25,MO,89,18146,633,72,CH 13 BK CLAIM
4166,15055.25,10.34,299.2,MO,0,12813,645,72,PAYING
4167,17630.43,11.3,352.59,MO,21,15646,523,72,PAYING
4168,27956.85,12.19,580.35,MO,0,27256,641,72,PAYING
4169,23659.31,10.14,477.11,MO,0,19567,603,72,PAYING
4170,32642.74,9.15,637.87,MO,0,32712,652,72,PAYING
4171,19421.03,12.05,400.75,MO,0,14881,566,72,PAYING
4172,16265.36,9.5,317.24,MO,1,12260,579,72,PAYING
4173,20921.49,9.5,402.6,MO,29,16580,616,72,PAYING
4174,16273.2,15.23,373.51,MO,0,10275,785,72,PAYING
4175,14177.22,12.22,315.61,MO,0,8025,697,66,PAYING
4176,18541.88,12.98,392.52,MO,0,13525,650,72,PAYING
4177,11029.98,12.48,230.58,MO,0,12757,632,72,PAYING
4178,30174.93,12,636.52,MO,0,24599,599,72,PAYING
4179,21775.55,11.74,447.78,MO,0,21147,664,72,PAYING
4180,20542.07,12.25,432.35,MO,0,17905,622,72,PAYING
4181,15342.66,12.34,319.69,MO,0,14305,610,72,PAYING
4182,18929.01,10.17,396.41,MO,0,16858,664,72,PAYING
4183,19528.8,13,415.94,MO,0,15002,592,72,PAYING
4184,14368.13,12.36,305.3,MO,0,12221,622,72,PAYING
4185,9653.12,10,193.64,MO,0,7745,629,72,PAYING
4186,13217.05,10.39,263.14,MO,0,12394,654,72,PAYING
4187,24830.18,14.22,540.61,MO,0,18729,572,72,PAYING
4188,23543.91,12.22,489.14,MO,0,19886,536,72,PAYING
4189,14055.1,12.38,293.2,MO,0,10852,574,72,PAYING
4190,14890.23,10.06,298.99,MO,0,12218,617,72,PAYING
4191,25436.97,12.21,528.48,MO,0,31666,639,72,PAYING
4192,10662.3,15.51,243.36,MO,0,11241,639,72,PAYING
4193,23845.19,12.15,494.34,MO,0,19716,591,72,PAYING
4194,18994.29,15.21,466.29,MO,0,15472,550,63,PAYING
4195,14850.61,13.36,317.69,MO,0,12273,515,72,PAYING
4196,29512.71,12,604.57,MO,19,23131,514,72,PAYING
4197,20939.8,12.24,457.13,MO,0,18222,620,72,PAYING
4198,27301.46,12.19,564.26,MO,0,28333,638,72,PAYING
4199,15444.19,15.36,345.81,MO,0,12855,596,72,PAYING
4200,12539.5,12.07,264.14,MO,0,12654,640,72,PAYING
4201,13266.6,12.4,276.8,MO,0,11677,608,72,PAYING
4202,26490.42,12.23,645.36,MO,0,22867,617,60,PAYING
4203,24277.8,10.21,480.64,MO,0,22964,615,72,PAYING
4204,27221.18,12.19,574.74,MO,0,18807.2,633,72,PAYING
4205,15532.54,10.33,308.11,MO,0,14759,622,72,PAYING
4206,24170.19,12.21,521.46,MO,0,25218,629,72,PAYING
4207,26392.41,10.19,522.24,MO,0,27444,595,72,PAYING
4208,23733.93,10,467.17,MO,0,16709,596,72,PAYING
4209,17387.36,9.5,350.35,MO,0,13549,620,72,PAYING
4210,33287.13,9,641.48,MO,0,32557,653,72,PAYING
4211,28630.17,9,542.4,MO,19,27297,679,72,PAYING
4212,20913.29,12.16,442.59,MO,0,16802,593,72,PAYING
4213,18563.32,13.29,396.29,MO,0,15661,613,72,PAYING
4214,21884.42,10,496.2,MO,0,23091,514,62,PAYING
4215,25687.39,10.2,506.45,MO,0,26483,689,72,PAYING
4216,8740.52,15.03,605.47,MO,64,21716,536,72,INSURANCE PAYMENT
4217,21651.42,12.24,450.4,MO,0,19791,674,72,PAYING
4218,19814.27,12.05,403.97,MO,33,21120,621,72,PAYING
4219,22459.88,12.24,467.3,MO,0,23738,513,72,PAYING
4220,3719.87,15.04,506.95,MO,0,17470,656,72,INSURANCE PAYMENT
4221,17896.06,12.05,371.72,MO,5,17970,600,72,PAYING
4222,15034.51,11,304.96,MO,0,14233,623,72,PAYING
4223,13839.18,10.37,274.98,MO,0,11394,659,72,PAYING
4224,12753.97,10.4,253.78,MO,0,11195,574,72,PAYING
4225,14128.18,10.39,314.49,MO,0,14563,622,64,PAYING
4226,20292.54,12.04,427.05,MO,0,20127,635,72,PAYING
4227,18334.67,8.5,348.74,MO,0,18689,686,72,PAYING
4228,14089.84,11.07,292.23,MO,0,9975,682,72,PAYING
4229,15853.92,13.13,345.46,MO,0,4350,640,72,PAYING
4230,11102.96,10.7,261.65,MO,0,5950,715,60,PAYING
4231,15331.58,11.76,310.88,MO,20,10000,682,72,PAYING
4232,9279.95,10,241.77,MO,0,8075,676,54,PAYING
4233,13057.88,10.4,254.95,MO,26,10813,656,72,PAYING
4234,20528.3,12.26,427.12,MO,0,23506,615,72,PAYING
4235,17500.99,12.05,368.33,MO,0,15805,640,72,PAYING
4236,17562.22,15.31,393.06,MO,0,13818,628,72,PAYING
4237,11023.06,15,246.74,MO,0,13271,514,72,PAYING
4238,21549.03,10.24,426.73,MO,0,19456,629,72,PAYING
4239,14868.93,12.24,309.38,MO,0,12398,645,72,PAYING
4240,13427.06,12,278.6,MO,0,13060,617,72,PAYING
4241,10613.97,10.44,301.45,MO,0,11273,601,48,PAYING
4242,19804.62,11,403.59,MO,0,17977,512,72,PAYING
4243,20390.66,10.25,403.94,MO,0,17167,631,72,PAYING
4244,24074.84,12.22,490.97,MO,0,20009,640,73,PAYING
4245,16668.78,9.3,329.07,MO,0,16616,645,72,PAYING
4246,22655.41,12.23,470.43,MO,0,19614,595,72,PAYING
4247,12835.28,13.42,276.3,MO,0,13939,705,72,PAYING
4248,14485.45,12.36,303.99,MO,0,17345,631,72,PAYING
4249,14040,12.38,291.25,MO,17,13112,547,72,PAYING
4250,10605.28,10.48,212.85,MO,0,11800,624,72,PAYING
4251,18926.23,12.28,396.77,MO,0,15853,529,72,PAYING
4252,12997.2,13.27,278.84,MO,0,12568,713,72,PAYING
4253,15386.98,12.35,316.96,MO,3,13781,618,72,PAYING
4254,27105.5,12,551.22,MO,16,21770,558,72,PAYING
4255,12756.82,13.42,273.2,MO,0,11735,547,72,PAYING
4256,15737.61,13.34,340.33,MO,0,13708,594,72,PAYING
4257,11439.51,12.08,240.91,MO,0,9313,587,72,PAYING
4258,18439.56,10.28,367.35,MO,0,16002,602,72,PAYING
4259,17552.81,15.31,395.65,MO,0,17045,554,73,PAYING
4260,17475.31,13.05,377.73,MO,0,15104,638,72,PAYING
4261,27569.03,13.03,586.5,MO,0,25873,526,72,PAYING
4262,12340.92,13.32,293.66,MO,0,13295,632,63,PAYING
4263,28455.87,12.19,592.03,MO,0,31814,635,72,PAYING
4264,21172.18,15.27,455.49,MO,44,16981,569,72,PAYING
4265,17567.33,13.3,376.76,MO,0,15135,665,72,PAYING
4266,23078.88,15.23,544.43,MO,0,26164,587,72,PAYING
4267,32218.29,12.16,672.64,MO,0,29567,626,72,PAYING
4268,10454.45,21,359.54,MO,99,2425,547,42,PAYING
4269,10079.72,21,331.36,MO,132,2075,455,48,REPO ASSIGN
4270,13364.19,21,465.4,MO,0,8325,0,48,PAYING
4271,9458.79,21,366.47,MO,0,0,0,42,PAYING
4272,14354,21,497.92,MO,28,7375,383,48,PAYING
4273,12376.85,21,479.6,MO,0,2050,538,42,PAYING
4274,11349.71,21,373.72,MO,67,2425,0,48,PAYING
4275,14068.83,21,439.09,MO,104,3800,0,48,PAYING
4276,11454.36,21,404.96,MO,134,1375,448,42,REPO ASSIGN
4277,14102.82,21,490.21,MO,0,4850,615,48,PAYING
4278,11234.16,21,438.85,MO,0,4125,0,42,PAYING
4279,10875.61,21,398.86,MO,0,5000,0,48,PAYING
4280,14019.22,10.36,281.03,MO,0,12281,620,72,PAYING
4281,17074.45,10.3,341.05,MO,0,21046,678,72,PAYING
4282,22681.34,12.23,472.74,MO,0,21157,646,72,PAYING
4283,20834.06,12.26,427.49,MO,15,22421,664,72,PAYING
4284,29689.17,12.12,608.76,MO,15,28469,606,72,PAYING
4285,20509.53,15,448.75,MO,15,18838,572,72,PAYING
4286,13943.48,12.25,294.49,MO,0,11846,533,72,PAYING
4287,19669.76,12.18,410.22,MO,0,15583,636,72,PAYING
4288,28982.27,9.17,570.11,MO,0,27175,573,72,PAYING
4289,21861.83,12.16,448.03,MO,3,20410,633,72,PAYING
4290,15611.45,10.31,333.54,MO,0,13643,661,72,PAYING
4291,12649.31,9.4,247.86,MO,0,11276,631,72,PAYING
4292,12717.7,12.48,309.27,MO,0,10577,611,60,PAYING
4293,11520.29,9.44,224.59,MO,0,14810,604,72,PAYING
4294,15807.56,9.5,366.49,MO,0,15058,570,60,PAYING
4295,4717.79,9.5,351.5,MO,30,12710,599,72,INSURANCE PAYMENT
4296,27903.1,9,544.29,MO,0,23181,668,72,PAYING
4297,22027.57,9.5,429.67,MO,0,17156,626,72,PAYING
4298,15432.3,26,553.6,MO,209,5975,534,50,BUY BACK HOLD
4299,2864.26,28.2,287.06,MO,41,1325,577,42,PAYING
4300,9490.3,25,359.89,MO,14,6550,551,48,PAYING
4301,14757.87,26.2,515,MO,143,10150,514,56,INSURANCE HOLD
4302,7815.03,26,342.87,MO,5,3200,515,54,PAYING
4303,9162.46,22.99,345,MO,0,5575,625,48,PAYING
4304,11519.95,25,420.47,MO,42,8025,489,50,PAYING
4305,8389.82,28.99,348.81,MO,18,3300,631,54,PAYING
4306,8109.02,28.2,399.31,MO,0,5900,407,48,PAYING
4307,9710.84,28.115,465,MO,55,7100,542,46,PAYING
4308,9377.79,28,235.29,SM,3,5675,514,78,PAYING
4309,7914.29,28,189.14,BW,83,2400,483,71,PAYING
4310,5799.99,28,191.95,BW,0,6750,594,82,PAYING
4311,9344.92,28,237.08,SM,0,6050,598,78,PAYING
4312,8228.26,28,193.11,BW,0,4300,506,84,PAYING
4313,9631.81,28,229.71,BW,6,7675,500,82,PAYING
4314,5668,28,190.67,BW,0,4550,0,62,PAYING
4315,7276.32,28,189.39,BW,0,5050,473,78,PAYING
4316,7476.1,28,190.16,BW,0,5225,561,80,PAYING
4317,5619.91,28,376.31,MO,0,3050,584,39,PAYING
4318,11304.31,28,261.5,BW,48,10125,629,82,PAYING
4319,8753.49,28,203.9,BW,0,6025,500,84,PAYING
4320,15960.8,12.33,334.64,MO,0,13899,658,72,PAYING
4321,23291.61,15.24,514.43,MO,15,17042,631,72,PAYING
4322,23777.18,12.22,497.12,MO,0,25729,610,72,PAYING
4323,14764.88,12.06,312.79,MO,0,13340,603,72,PAYING
4324,11624.08,14.46,262.17,MO,0,10059,573,72,PAYING
4325,14959.15,12.35,313.75,MO,0,12894,594,72,PAYING
4326,24629.55,14.22,539.11,MO,0,26413,512,72,PAYING
4327,24909.09,12.14,517.32,MO,0,27841,617,72,PAYING
4328,18299.29,13.29,392.59,MO,0,14821,600,72,PAYING
4329,19466.47,10,384.88,MO,0,16239,663,72,PAYING
4330,19728.42,12.27,412.02,MO,0,16771,665,72,PAYING
4331,11818.04,12.44,250.45,MO,0,9438,620,72,PAYING
4332,16173.44,10.32,322.41,MO,0,17790,664,72,PAYING
4333,22066.42,11.24,449.96,MO,0,19445,622,72,PAYING
4334,18920.82,10.32,438.66,MO,0,15242,682,60,PAYING
4335,19512.39,10,385.2,MO,0,16430,629,72,PAYING
4336,22272.44,10.24,433.33,MO,14,20490,575,72,PAYING
4337,16256.89,12.33,340.71,MO,0,13836,555,72,PAYING
4338,11472.22,10.45,229.77,MO,0,10788,541,72,PAYING
4339,18299.31,12.19,382.3,MO,0,18283,670,72,PAYING
4340,35598.58,12.1,743.89,MO,0,28077,580,72,PAYING
4341,24040.62,12.22,502.76,MO,0,19483,636,72,PAYING
4342,10398,13.51,225.86,MO,0,8623,479,72,PAYING
4343,20417.69,9.5,467.18,MO,0,0,675,60,PAYING
4344,10800.06,11.33,221.14,MO,0,6325,689,72,PAYING
4345,14260.72,9.98,273.12,MO,43,0,595,72,PAYING
4346,17882.07,11.3,392.86,MO,0,11050,716,66,PAYING
4347,14172.09,10.1,281.78,MO,0,0,637,72,PAYING
4348,36151.6,12.15,739.17,MO,13,27782,603,72,PAYING
4349,19069.05,13.33,486.64,MO,0,16626,629,58,PAYING
4350,24932.95,12.21,521.94,MO,0,22770,644,72,PAYING
4351,13497.43,13.26,289.73,MO,0,14585,551,72,PAYING
4352,22799.13,12.23,477.15,MO,0,30013,683,72,PAYING
4353,11922.67,10.43,238.63,MO,0,10249,622,72,PAYING
4354,17260.6,12.31,361.86,MO,0,14580,612,72,PAYING
4355,13204.72,10,261.32,MO,0,12120,613,72,PAYING
4356,13706.57,11.06,277.39,MO,0,11584,687,72,PAYING
4357,33650.67,12.1,705.67,MO,0,31572,603,72,PAYING
4358,13359.94,13.4,287.09,MO,0,14925,594,72,PAYING
4359,18597.34,11.22,439.73,MO,0,16801,585,60,PAYING
4360,19277.9,10.27,379.52,MO,13,16151,634,72,PAYING
4361,20451.78,12.26,420.98,MO,13,16093,617,72,PAYING
