,LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus,Bad,Mo_Term,Mo_Payment,Rem_Term,Seasoning
1966,2824,11024.42,21.0,363.0,MO,61,6275.0,517.0,53,PAYING,0,34.0,363.0,44.0,-0.29411764705882354
1967,2826,9717.05,21.0,334.0,MO,95,5250.0,611.0,53,REPO ASSIGN,0,37.0,334.0,41.0,-0.10810810810810811
1968,2829,7945.63,21.0,321.0,MO,0,6150.0,477.0,47,PAYING,0,39.0,321.0,33.0,0.15384615384615385
1969,2830,11949.37,21.0,369.0,MO,64,7000.0,495.0,59,PAYING,0,43.0,369.0,48.0,-0.11627906976744186
1970,2831,17039.04,18.0,578.0,MO,0,7900.0,549.0,53,PAYING,0,81.0,578.0,39.0,0.5185185185185185
1971,2832,12664.83,21.0,382.0,MO,136,7725.0,587.0,59,INSURANCE HOLD,1,39.0,382.0,50.0,-0.28205128205128205
1972,2834,12852.34,21.0,406.0,MO,97,6725.0,588.0,55,PAYING,0,36.0,406.0,47.0,-0.3055555555555556
1973,2836,10428.33,21.0,372.0,MO,0,4700.0,569.0,53,PAYING,0,42.0,372.0,39.0,0.07142857142857142
1974,2837,10811.95,21.0,392.0,MO,0,5775.0,513.0,53,PAYING,0,79.0,392.0,38.0,0.5189873417721519
1975,2839,13933.93,21.0,464.0,MO,0,9900.0,576.0,54,PAYING,0,34.0,464.0,43.0,-0.2647058823529412
1976,2840,9307.93,21.0,334.0,MO,0,2850.0,633.0,53,PAYING,0,27.0,334.0,39.0,-0.4444444444444444
1977,2841,9515.62,21.0,357.0,MO,0,5125.0,416.0,53,PAYING,0,42.0,357.0,36.0,0.14285714285714285
1978,2842,12977.52,18.0,397.0,MO,0,9050.0,626.0,60,PAYING,0,84.0,397.0,45.0,0.4642857142857143
1979,2843,13998.58,21.0,507.0,MO,0,11925.0,435.0,53,PAYING,0,72.0,507.0,38.0,0.4722222222222222
1980,2844,9350.71,21.0,334.0,MO,12,5050.0,465.0,52,PAYING,0,60.0,334.0,39.0,0.35
1981,2845,11340.21,18.0,359.0,MO,0,5300.0,486.0,58,PAYING,0,72.0,359.0,43.0,0.4027777777777778
1982,2847,9894.16,21.0,363.0,MO,49,5750.0,581.0,53,PAYING,0,60.0,363.0,37.0,0.38333333333333336
1983,2848,14645.32,21.0,490.0,MO,0,14950.0,575.0,59,PAYING,0,75.0,490.0,43.0,0.4266666666666667
1984,2850,9723.63,21.0,378.0,MO,0,6325.0,592.0,53,PAYING,0,75.0,378.0,34.0,0.5466666666666666
1985,2851,13122.04,21.0,495.0,MO,0,7350.0,538.0,53,PAYING,0,59.0,495.0,36.0,0.3898305084745763
1986,2852,10108.32,21.0,363.0,MO,0,5225.0,511.0,55,PAYING,0,49.0,363.0,39.0,0.20408163265306123
1987,2853,7853.91,21.0,329.0,MO,0,2475.0,528.0,47,PAYING,0,50.0,329.0,31.0,0.38
1988,2856,7830.53,21.0,329.0,MO,0,4150.0,500.0,47,PAYING,0,50.0,329.0,31.0,0.38
1989,2857,17132.87,18.0,383.0,MO,0,9525.0,496.0,86,PAYING,0,60.0,383.0,75.0,-0.25
1990,2858,11570.29,21.0,406.0,MO,58,8400.0,381.0,53,PAYING,0,89.0,406.0,40.0,0.550561797752809
1991,2860,16318.7,21.0,499.0,MO,68,13525.0,589.0,59,PAYING,0,53.0,499.0,49.0,0.07547169811320754
1992,2861,8867.67,21.0,334.0,MO,0,4300.0,485.0,53,PAYING,0,52.0,334.0,36.0,0.3076923076923077
1993,2862,16898.86,18.0,485.0,MO,0,9775.0,481.0,66,PAYING,0,1.0,485.0,50.0,-49.0
1994,2863,13396.06,21.0,464.0,MO,27,8075.0,466.0,55,PAYING,0,60.0,464.0,41.0,0.31666666666666665
1995,2864,18112.15,18.0,465.0,MO,25,9275.0,603.0,71,PAYING,0,72.0,465.0,59.0,0.18055555555555555
1996,2865,13889.31,21.0,463.0,MO,18,11200.0,509.0,59,REPO HOLD,0,72.0,463.0,43.0,0.4027777777777778
1997,2866,10172.63,21.0,386.0,MO,0,5400.0,521.0,53,PAYING,0,72.0,386.0,36.0,0.5
1998,2867,10466.94,21.0,373.0,MO,15,6675.0,488.0,54,PAYING,0,48.0,373.0,39.0,0.1875
1999,2868,11402.12,18.0,369.0,MO,0,3675.0,598.0,59,PAYING,0,36.0,369.0,42.0,-0.16666666666666666
2000,2869,15314.19,21.0,452.0,MO,47,12900.0,481.0,65,PAYING,0,108.0,452.0,52.0,0.5185185185185185
2001,2870,12293.31,21.0,421.0,MO,71,5425.0,436.0,53,PAYING,0,104.0,421.0,41.0,0.6057692307692307
2002,2871,10798.05,21.0,363.0,MO,123,5100.0,560.0,53,REPO HOLD,1,104.0,363.0,42.0,0.5961538461538461
2003,2872,18872.53,18.0,545.0,MO,0,10275.0,494.0,65,PAYING,0,104.0,545.0,49.0,0.5288461538461539
2004,2873,10466.93,21.0,392.0,MO,18,7400.0,455.0,53,PAYING,0,91.0,392.0,36.0,0.6043956043956044
2005,2874,6276.73,21.0,292.0,MO,43,1700.0,533.0,41,PAYING,0,104.0,292.0,27.0,0.7403846153846154
2006,2875,10261.2,21.0,349.0,MO,115,3675.0,578.0,53,REPO HOLD,0,1518.0,349.0,42.0,0.9723320158102767
2007,2877,7675.72,21.0,329.0,MO,0,1925.0,496.0,47,PAYING,0,106.0,329.0,30.0,0.7169811320754716
2008,2878,3257.3,21.0,349.0,MO,38,5550.0,509.0,54,INSURANCE HOLD,0,107.0,349.0,10.0,0.9065420560747663
2009,2879,10773.58,21.0,406.0,MO,0,6425.0,592.0,53,PAYING,0,104.0,406.0,36.0,0.6538461538461539
2010,2880,10364.67,21.0,363.0,MO,0,5550.0,467.0,54,PAYING,0,110.0,363.0,40.0,0.6363636363636364
2011,2881,7650.35,21.0,298.0,MO,0,2325.0,523.0,49,PAYING,0,104.0,298.0,34.0,0.6730769230769231
2012,2884,11168.22,21.0,392.0,MO,0,7175.0,617.0,54,PAYING,0,96.0,392.0,40.0,0.5833333333333334
2013,2885,9913.84,21.0,334.0,MO,109,3800.0,534.0,53,REPO HOLD,0,99.0,334.0,42.0,0.5757575757575758
2014,2886,10571.0,21.0,406.0,MO,0,7250.0,517.0,53,PAYING,0,108.0,406.0,35.0,0.6759259259259259
2015,2887,15004.52,18.0,484.0,MO,0,12150.0,536.0,59,PAYING,0,107.0,484.0,42.0,0.6074766355140186
2016,2888,9681.34,21.0,363.0,MO,0,5275.0,533.0,53,PAYING,0,108.0,363.0,36.0,0.6666666666666666
2017,2889,14073.27,21.0,477.0,MO,0,11800.0,506.0,59,PAYING,0,104.0,477.0,42.0,0.5961538461538461
2018,2890,7671.09,21.0,298.0,MO,21,3750.0,543.0,48,PAYING,0,104.0,298.0,35.0,0.6634615384615384
2019,2891,9645.18,21.0,345.0,MO,256,5300.0,554.0,47,CH 07 BANKRUPTCY,1,104.0,345.0,39.0,0.625
2020,2892,10844.38,21.0,363.0,MO,106,4275.0,479.0,53,REPO ASSIGN,0,104.0,363.0,43.0,0.5865384615384616
2021,2893,6058.41,21.0,292.0,MO,73,3675.0,517.0,41,PAYING,0,109.0,292.0,26.0,0.7614678899082569
2022,2894,9494.93,21.0,363.0,MO,0,4975.0,532.0,53,PAYING,0,114.0,363.0,35.0,0.6929824561403509
2023,2896,10788.67,21.0,334.0,MO,276,5350.0,467.0,54,REPO HOLD,1,104.0,334.0,48.0,0.5384615384615384
2024,2897,12332.35,21.0,370.0,MO,72,3750.0,522.0,61,PAYING,0,107.0,370.0,50.0,0.5327102803738317
2025,2898,13325.66,21.0,436.0,MO,25,11225.0,512.0,59,PAYING,0,108.0,436.0,44.0,0.5925925925925926
2026,2899,13361.03,18.0,395.0,MO,15,7200.0,650.0,65,PAYING,0,104.0,395.0,48.0,0.5384615384615384
2027,2900,15930.64,21.0,521.0,MO,101,12700.0,553.0,53,PAYING,0,104.0,521.0,44.0,0.5769230769230769
2028,2901,8642.18,21.0,306.0,MO,26,3125.0,505.0,53,PAYING,0,104.0,306.0,39.0,0.625
2029,2902,9321.79,21.0,363.0,MO,0,4800.0,550.0,53,PAYING,0,104.0,363.0,34.0,0.6730769230769231
2030,2903,12256.26,21.0,412.0,MO,18,8425.0,531.0,55,PAYING,0,101.0,412.0,42.0,0.5841584158415841
2031,2904,15880.46,18.0,470.0,MO,0,16425.0,533.0,66,PAYING,0,108.0,470.0,47.0,0.5648148148148148
2032,2905,10054.13,21.0,366.0,MO,12,4950.0,491.0,53,PAYING,0,104.0,366.0,38.0,0.6346153846153846
2033,2906,12292.69,21.0,382.0,MO,49,7525.0,481.0,61,PAYING,0,95.0,382.0,48.0,0.49473684210526314
2034,2907,13047.58,21.0,421.0,MO,141,3625.0,506.0,53,REPO HOLD,1,104.0,421.0,45.0,0.5673076923076923
2035,2908,11790.44,21.0,435.0,MO,0,8250.0,580.0,53,PAYING,0,111.0,435.0,37.0,0.6666666666666666
2036,2909,12080.65,21.0,455.0,MO,4,10675.0,478.0,53,PAYING,0,106.0,455.0,36.0,0.660377358490566
2037,2910,14299.22,18.0,412.0,MO,28,12000.0,515.0,65,PAYING,0,104.0,412.0,49.0,0.5288461538461539
2038,2911,11225.49,21.0,406.0,MO,2,7175.0,426.0,53,PAYING,0,104.0,406.0,38.0,0.6346153846153846
2039,2912,12019.36,21.0,421.0,MO,74,8725.0,487.0,53,INSURANCE HOLD,0,104.0,421.0,40.0,0.6153846153846154
2040,2913,12884.9,21.0,435.0,MO,17,6000.0,582.0,55,PAYING,0,104.0,435.0,42.0,0.5961538461538461
2041,2915,7445.97,21.0,329.0,MO,0,3125.0,653.0,46,PAYING,0,104.0,329.0,29.0,0.7211538461538461
2042,2916,19189.26,18.0,544.0,MO,30,14100.0,471.0,65,PAYING,0,104.0,544.0,51.0,0.5096153846153846
2043,2917,14867.82,21.0,517.0,MO,0,10800.0,605.0,61,PAYING,0,100.0,517.0,40.0,0.6
2044,2919,10855.5,21.0,335.0,MO,290,3000.0,537.0,53,REPO HOLD,1,106.0,335.0,48.0,0.5471698113207547
2045,2920,9971.79,21.0,378.0,MO,14,5475.0,596.0,53,PAYING,0,104.0,378.0,36.0,0.6538461538461539
2046,2921,4769.5,21.0,292.0,MO,0,2125.0,552.0,41,PAYING,0,98.0,292.0,19.0,0.8061224489795918
2047,2924,10341.57,21.0,363.0,MO,117,5500.0,492.0,53,REPO ASSIGN,0,104.0,363.0,40.0,0.6153846153846154
2048,2925,9474.31,21.0,351.0,MO,3,3500.0,511.0,53,PAYING,0,104.0,351.0,37.0,0.6442307692307693
2049,2926,9578.75,21.0,378.0,MO,0,8625.0,642.0,53,PAYING,0,110.0,378.0,34.0,0.6909090909090909
2050,2927,6822.65,21.0,298.0,MO,0,3450.0,452.0,47,PAYING,0,104.0,298.0,30.0,0.7115384615384616
2051,2929,9961.28,21.0,365.0,MO,0,8150.0,611.0,59,PAYING,0,95.0,365.0,37.0,0.6105263157894737
2052,2930,8655.2,21.0,334.0,MO,22,4300.0,537.0,53,PAYING,0,104.0,334.0,35.0,0.6634615384615384
2053,2931,8230.51,18.0,327.0,MO,59,3750.0,556.0,47,PAYING,0,106.0,327.0,32.0,0.6981132075471698
2054,2932,9195.0,21.0,334.0,MO,114,3050.0,480.0,53,REPO HOLD,0,104.0,334.0,38.0,0.6346153846153846
2055,2933,8432.25,21.0,369.0,MO,10,2850.0,575.0,47,PAYING,0,104.0,369.0,29.0,0.7211538461538461
2056,2934,15444.99,18.0,537.0,MO,0,15025.0,559.0,59,PAYING,0,104.0,537.0,38.0,0.6346153846153846
2057,2937,11315.42,21.0,450.0,MO,0,8550.0,495.0,53,PAYING,0,108.0,450.0,33.0,0.6944444444444444
2058,2938,10260.59,21.0,352.0,MO,45,4550.0,459.0,55,REPO HOLD,0,109.0,352.0,41.0,0.6238532110091743
2059,2939,11179.7,21.0,378.0,MO,114,6600.0,460.0,53,REPO HOLD,0,104.0,378.0,42.0,0.5961538461538461
2060,2940,12483.24,21.0,409.0,MO,20,7200.0,491.0,59,PAYING,0,104.0,409.0,44.0,0.5769230769230769
2061,2941,16818.82,21.0,449.0,MO,260,9950.0,508.0,71,BUY BACK HOLD,1,106.0,449.0,61.0,0.42452830188679247
2062,2942,12905.46,21.0,435.0,MO,28,8900.0,561.0,56,PAYING,0,104.0,435.0,42.0,0.5961538461538461
2063,2943,7836.05,21.0,323.0,MO,17,4675.0,597.0,49,PAYING,0,104.0,323.0,32.0,0.6923076923076923
2064,2944,11545.95,21.0,435.0,MO,0,8900.0,567.0,54,PAYING,0,104.0,435.0,36.0,0.6538461538461539
2065,2946,13916.28,18.0,395.0,MO,0,6000.0,565.0,65,PAYING,0,104.0,395.0,50.0,0.5192307692307693
2066,2947,5629.87,21.0,258.0,MO,0,1950.0,510.0,47,PAYING,0,108.0,258.0,28.0,0.7407407407407407
2067,2949,11042.27,21.0,399.0,MO,0,5425.0,463.0,59,PAYING,0,104.0,399.0,38.0,0.6346153846153846
2068,2950,10465.57,21.0,392.0,MO,0,9350.0,483.0,53,PAYING,0,104.0,392.0,36.0,0.6538461538461539
2069,2951,10479.51,21.0,378.0,MO,72,6450.0,429.0,53,PAYING,0,1561.0,378.0,38.0,0.9756566303651505
2070,2953,12783.26,21.0,436.0,MO,0,7575.0,533.0,60,PAYING,0,104.0,436.0,41.0,0.6057692307692307
2071,2954,9639.7,21.0,390.0,MO,3,1300.0,493.0,53,PAYING,0,104.0,390.0,33.0,0.6826923076923077
2072,2955,11953.21,18.0,384.0,MO,0,4850.0,582.0,60,PAYING,0,108.0,384.0,42.0,0.6111111111111112
2073,2957,6732.97,21.0,298.0,MO,0,2575.0,579.0,47,PAYING,0,96.0,298.0,29.0,0.6979166666666666
2074,2958,10585.5,21.0,406.0,MO,0,9175.0,564.0,53,PAYING,0,104.0,406.0,35.0,0.6634615384615384
2075,2959,7967.77,21.0,375.0,MO,0,3375.0,624.0,47,PAYING,0,104.0,375.0,27.0,0.7403846153846154
2076,2960,9757.57,21.0,385.0,MO,0,7725.0,460.0,53,PAYING,0,104.0,385.0,34.0,0.6730769230769231
2077,2961,10948.92,21.0,421.0,MO,14,8250.0,489.0,53,PAYING,0,104.0,421.0,35.0,0.6634615384615384
2078,2962,8682.89,21.0,334.0,MO,0,3800.0,598.0,53,PAYING,0,104.0,334.0,35.0,0.6634615384615384
2079,2963,5266.41,21.0,436.0,MO,224,9600.0,561.0,59,INSURANCE HOLD,1,104.0,436.0,14.0,0.8653846153846154
2080,2965,8719.01,21.0,334.0,MO,0,4300.0,500.0,53,PAYING,0,110.0,334.0,35.0,0.6818181818181818
2081,2967,6797.32,21.0,298.0,MO,0,2400.0,440.0,47,PAYING,0,104.0,298.0,29.0,0.7211538461538461
2082,2968,6410.55,21.0,298.0,MO,29,2250.0,477.0,47,PAYING,0,106.0,298.0,27.0,0.7452830188679245
2083,2969,11775.39,21.0,435.0,MO,17,8675.0,579.0,53,PAYING,0,106.0,435.0,37.0,0.6509433962264151
2084,2970,10072.22,21.0,334.0,MO,242,4075.0,479.0,53,REPO HOLD,1,104.0,334.0,43.0,0.5865384615384616
2085,2971,15939.89,21.0,550.0,MO,88,14325.0,551.0,54,PAYING,0,108.0,550.0,41.0,0.6203703703703703
2086,2972,2667.16,21.0,476.0,MO,0,4500.0,651.0,35,PAYING,0,84.0,476.0,6.0,0.9285714285714286
2087,2973,9485.17,21.0,334.0,MO,63,3700.0,555.0,54,PAYING,0,104.0,334.0,40.0,0.6153846153846154
2088,2974,17417.66,21.0,544.0,MO,184,13700.0,461.0,59,INSURANCE HOLD,1,48.0,544.0,47.0,0.020833333333333332
2089,2975,9071.35,21.0,229.0,MO,0,3225.0,507.0,59,PAYING,0,104.0,229.0,68.0,0.34615384615384615
2090,2976,11991.45,21.0,411.0,MO,0,4150.0,516.0,59,PAYING,0,48.0,411.0,41.0,0.14583333333333334
2091,2979,11225.88,21.0,400.0,MO,61,2925.0,411.0,53,PAYING,0,104.0,400.0,39.0,0.625
2092,2980,10226.32,21.0,407.0,MO,0,8975.0,510.0,53,PAYING,0,104.0,407.0,33.0,0.6826923076923077
2093,2981,7410.44,21.0,329.0,MO,0,2750.0,400.0,47,PAYING,0,48.0,329.0,29.0,0.3958333333333333
2094,2982,14563.0,21.0,568.0,MO,0,14150.0,615.0,53,PAYING,0,104.0,568.0,34.0,0.6730769230769231
2095,2983,9602.92,21.0,360.0,MO,34,6525.0,459.0,53,PAYING,0,104.0,360.0,36.0,0.6538461538461539
2096,2984,10627.21,21.0,363.0,MO,226,6425.0,528.0,53,BUY BACK HOLD,1,104.0,363.0,41.0,0.6057692307692307
2097,2985,10384.41,21.0,435.0,MO,0,7925.0,580.0,53,PAYING,0,104.0,435.0,31.0,0.7019230769230769
2098,2986,9325.54,18.0,356.0,MO,0,12100.0,519.0,53,PAYING,0,104.0,356.0,34.0,0.6730769230769231
2099,2990,15136.5,21.0,520.0,MO,132,12375.0,439.0,53,REPO ASSIGN,1,104.0,520.0,41.0,0.6057692307692307
2100,2991,11898.12,21.0,436.0,MO,0,10425.0,566.0,59,PAYING,0,104.0,436.0,37.0,0.6442307692307693
2101,2993,7115.84,21.0,356.0,MO,0,4600.0,663.0,53,PAYING,0,104.0,356.0,25.0,0.7596153846153846
2102,2995,1587.94,18.0,373.0,MO,74,7475.0,496.0,59,INSURANCE PAYMENT,0,104.0,373.0,4.0,0.9615384615384616
2103,2996,8865.34,21.0,382.0,MO,0,8550.0,573.0,59,PAYING,0,107.0,382.0,30.0,0.719626168224299
2104,2997,7059.63,21.0,282.0,MO,181,3100.0,469.0,47,REPO ASSIGN,1,106.0,282.0,33.0,0.6886792452830188
2105,2998,13457.04,21.0,464.0,MO,113,9250.0,526.0,53,REPO ASSIGN,0,104.0,464.0,41.0,0.6057692307692307
2106,3000,7906.53,21.0,334.0,MO,0,3550.0,715.0,53,PAYING,0,107.0,334.0,31.0,0.7102803738317757
2107,3001,11711.5,18.0,472.0,MO,0,11825.0,529.0,53,PAYING,0,96.0,472.0,31.0,0.6770833333333334
2108,3002,12246.75,18.0,387.0,MO,0,13200.0,596.0,65,PAYING,0,102.0,387.0,43.0,0.5784313725490197
2109,3003,9511.28,21.0,363.0,MO,34,4000.0,512.0,53,PAYING,0,104.0,363.0,35.0,0.6634615384615384
2110,3004,6230.43,21.0,295.0,MO,0,2775.0,472.0,47,PAYING,0,104.0,295.0,27.0,0.7403846153846154
2111,3005,7578.56,18.0,350.0,MO,0,11150.0,555.0,62,PAYING,0,96.0,350.0,26.0,0.7291666666666666
2112,3006,16416.35,21.0,481.0,MO,76,5300.0,600.0,67,PAYING,0,104.0,481.0,52.0,0.5
2113,3007,8814.35,21.0,363.0,MO,0,4575.0,586.0,53,PAYING,0,111.0,363.0,32.0,0.7117117117117117
2114,3008,10761.39,21.0,435.0,MO,0,5875.0,491.0,53,PAYING,0,104.0,435.0,33.0,0.6826923076923077
2115,3009,8605.82,21.0,349.0,MO,15,4350.0,505.0,53,PAYING,0,104.0,349.0,33.0,0.6826923076923077
2116,3011,8903.28,21.0,363.0,MO,0,4400.0,509.0,53,PAYING,0,104.0,363.0,32.0,0.6923076923076923
2117,3012,12682.71,21.0,463.0,MO,0,11575.0,678.0,59,PAYING,0,101.0,463.0,38.0,0.6237623762376238
2118,3013,12318.28,21.0,447.0,MO,0,7525.0,633.0,59,PAYING,0,102.0,447.0,38.0,0.6274509803921569
2119,3014,9687.33,21.0,334.0,MO,141,3700.0,447.0,53,REPO HOLD,1,104.0,334.0,41.0,0.6057692307692307
2120,3018,9962.36,21.0,421.0,MO,0,6725.0,647.0,53,PAYING,0,98.0,421.0,31.0,0.6836734693877551
2121,3019,10138.58,21.0,435.0,MO,0,12125.0,486.0,53,PAYING,0,104.0,435.0,30.0,0.7115384615384616
2122,3020,11184.73,21.0,435.0,MO,22,7775.0,537.0,53,PAYING,0,104.0,435.0,34.0,0.6730769230769231
2123,3021,11551.59,21.0,363.0,MO,395,5600.0,514.0,53,BUY BACK HOLD,1,104.0,363.0,47.0,0.5480769230769231
2124,3022,7842.24,21.0,332.0,MO,0,4700.0,429.0,53,PAYING,0,109.0,332.0,31.0,0.7155963302752294
2125,3023,14207.04,18.0,384.0,MO,33,9375.0,499.0,71,PAYING,0,107.0,384.0,54.0,0.4953271028037383
2126,3025,7844.52,21.0,332.0,MO,63,2850.0,648.0,53,PAYING,0,110.0,332.0,31.0,0.7181818181818181
2127,3026,12027.54,21.0,435.0,MO,290,6525.0,555.0,53,REPO HOLD,1,104.0,435.0,38.0,0.6346153846153846
2128,3027,11535.72,21.0,396.0,MO,52,12425.0,505.0,59,PAYING,0,104.0,396.0,41.0,0.6057692307692307
2129,3028,10427.51,21.0,409.0,MO,0,8075.0,453.0,59,PAYING,0,104.0,409.0,34.0,0.6730769230769231
2130,3029,5724.55,21.0,262.0,MO,0,2700.0,563.0,54,PAYING,0,110.0,262.0,28.0,0.7454545454545455
2131,3030,15416.14,18.0,413.0,MO,128,11150.0,552.0,71,REPO ASSIGN,1,104.0,413.0,55.0,0.47115384615384615
2132,3031,9340.95,21.0,392.0,MO,0,4075.0,493.0,53,PAYING,0,106.0,392.0,31.0,0.7075471698113207
2133,3032,16244.23,18.0,487.0,MO,45,14750.0,589.0,65,PAYING,0,101.0,487.0,47.0,0.5346534653465347
2134,3033,9586.29,21.0,363.0,MO,249,4500.0,479.0,53,BUY BACK HOLD,1,107.0,363.0,36.0,0.6635514018691588
2135,3035,4521.17,21.0,219.0,MO,0,1225.0,565.0,53,PAYING,0,106.0,219.0,26.0,0.7547169811320755
2136,3036,8466.52,21.0,349.0,MO,23,6000.0,524.0,53,PAYING,0,1565.0,349.0,32.0,0.979552715654952
2137,3037,8221.39,21.0,364.0,MO,0,6425.0,481.0,53,PAYING,0,104.0,364.0,29.0,0.7211538461538461
2138,3038,12155.28,21.0,464.0,MO,32,7250.0,473.0,56,PAYING,0,96.0,464.0,35.0,0.6354166666666666
2139,3040,12782.6,21.0,490.0,MO,13,11925.0,552.0,59,PAYING,0,48.0,490.0,35.0,0.2708333333333333
2140,3041,6643.75,21.0,304.0,MO,0,4650.0,537.0,53,PAYING,0,108.0,304.0,28.0,0.7407407407407407
2141,3043,9775.42,21.0,378.0,MO,144,5525.0,475.0,53,REPO HOLD,1,104.0,378.0,35.0,0.6634615384615384
2142,3045,8538.87,21.0,334.0,MO,75,4100.0,486.0,53,PAYING,0,104.0,334.0,34.0,0.6730769230769231
2143,3047,7625.18,21.0,329.0,MO,203,4075.0,523.0,47,REPO HOLD,1,104.0,329.0,30.0,0.7115384615384616
2144,3048,14958.5,21.0,545.0,MO,81,13500.0,537.0,55,PAYING,0,104.0,545.0,38.0,0.6346153846153846
2145,3050,10974.56,21.0,383.0,MO,92,6400.0,526.0,55,PAYING,0,104.0,383.0,40.0,0.6153846153846154
2146,3051,8398.67,21.0,378.0,MO,0,6800.0,477.0,53,PAYING,0,1515.0,378.0,28.0,0.9815181518151815
2147,3052,11725.75,21.0,376.0,MO,22,10200.0,476.0,65,PAYING,0,104.0,376.0,45.0,0.5673076923076923
2148,3053,8201.97,21.0,337.0,MO,18,5350.0,505.0,53,PAYING,0,104.0,337.0,32.0,0.6923076923076923
2149,3055,16809.07,18.0,843.0,MO,0,24600.0,525.0,65,PAYING,0,104.0,843.0,24.0,0.7692307692307693
2150,3056,8498.97,21.0,378.0,MO,17,7800.0,424.0,53,PAYING,0,108.0,378.0,29.0,0.7314814814814815
2151,3058,8646.32,21.0,364.0,MO,0,3225.0,582.0,53,PAYING,0,106.0,364.0,31.0,0.7075471698113207
2152,3060,8969.24,21.0,406.0,MO,0,6100.0,511.0,53,PAYING,0,104.0,406.0,28.0,0.7307692307692307
2153,3061,8525.71,21.0,334.0,MO,198,4025.0,527.0,53,REPO HOLD,1,104.0,334.0,34.0,0.6730769230769231
2154,3062,9942.6,21.0,464.0,MO,0,5900.0,645.0,53,PAYING,0,107.0,464.0,27.0,0.7476635514018691
2155,3064,7073.13,21.0,263.0,MO,233,4150.0,569.0,53,BUY BACK HOLD,1,106.0,263.0,37.0,0.6509433962264151
2156,3065,12919.34,21.0,450.0,MO,0,9775.0,536.0,61,PAYING,0,104.0,450.0,40.0,0.6153846153846154
2157,3069,11478.06,21.0,479.0,MO,42,9225.0,481.0,53,PAYING,0,104.0,479.0,31.0,0.7019230769230769
2158,3070,7151.6,21.0,335.0,MO,0,5075.0,524.0,53,PAYING,0,104.0,335.0,27.0,0.7403846153846154
2159,3071,8998.38,21.0,407.0,MO,0,5400.0,461.0,53,PAYING,0,104.0,407.0,28.0,0.7307692307692307
2160,3072,7310.74,21.0,357.0,MO,0,4525.0,478.0,53,PAYING,0,104.0,357.0,26.0,0.75
2161,3074,9961.7,18.0,329.0,MO,388,5600.0,540.0,53,REPO HOLD,1,106.0,329.0,41.0,0.6132075471698113
2162,3075,7032.46,21.0,298.0,MO,70,2850.0,512.0,50,PAYING,0,104.0,298.0,31.0,0.7019230769230769
2163,3076,8701.64,21.0,364.0,MO,0,5275.0,472.0,53,PAYING,0,104.0,364.0,31.0,0.7019230769230769
2164,3077,8657.35,21.0,356.0,MO,24,6275.0,466.0,53,PAYING,0,108.0,356.0,32.0,0.7037037037037037
2165,3078,7718.12,21.0,289.0,MO,15,6550.0,626.0,59,PAYING,0,107.0,289.0,36.0,0.6635514018691588
2166,3079,8110.93,21.0,334.0,MO,93,2675.0,678.0,53,PAYING,0,104.0,334.0,32.0,0.6923076923076923
2167,3080,7816.58,21.0,335.0,MO,0,4400.0,546.0,53,PAYING,0,104.0,335.0,30.0,0.7115384615384616
2168,3081,10520.9,18.0,397.0,MO,11,6950.0,528.0,53,PAYING,0,105.0,397.0,34.0,0.6761904761904762
2169,3082,23265.24,21.0,682.0,MO,0,17750.0,455.0,72,PAYING,0,91.0,682.0,52.0,0.42857142857142855
2170,3083,10593.68,21.0,406.0,MO,242,4650.0,565.0,53,REPO HOLD,1,104.0,406.0,35.0,0.6634615384615384
2171,3085,4330.93,21.0,258.0,MO,35,1500.0,535.0,41,PAYING,0,104.0,258.0,20.0,0.8076923076923077
2172,3086,2745.71,21.0,238.0,MO,0,6025.0,604.0,66,PAYING,0,104.0,238.0,13.0,0.875
2173,3087,8369.08,21.0,300.0,MO,36,2075.0,441.0,54,PAYING,0,102.0,300.0,39.0,0.6176470588235294
2174,3088,6253.25,21.0,292.0,MO,0,1525.0,510.0,53,PAYING,0,104.0,292.0,27.0,0.7403846153846154
2175,3089,9929.27,21.0,378.0,MO,159,8225.0,502.0,53,REPO HOLD,1,103.0,378.0,35.0,0.6601941747572816
2176,3090,13367.21,21.0,532.0,MO,0,6000.0,617.0,59,PAYING,0,104.0,532.0,33.0,0.6826923076923077
2177,3091,15946.2,18.0,350.0,MO,18,5350.0,541.0,74,PAYING,0,104.0,350.0,77.0,0.25961538461538464
2178,3092,5297.92,21.0,320.0,MO,3,3500.0,609.0,53,PAYING,0,104.0,320.0,20.0,0.8076923076923077
2179,3093,5218.3,21.0,332.0,MO,0,2225.0,536.0,53,PAYING,0,104.0,332.0,19.0,0.8173076923076923
2180,3094,6288.21,21.0,349.0,MO,0,4200.0,611.0,53,PAYING,0,104.0,349.0,22.0,0.7884615384615384
2181,3095,6819.81,21.0,357.0,MO,52,4250.0,544.0,54,PAYING,0,107.0,357.0,23.0,0.7850467289719626
2182,3097,12117.75,18.0,548.0,MO,0,10025.0,504.0,59,PAYING,0,1534.0,548.0,27.0,0.9823989569752282
2183,3098,5369.7,21.0,334.0,MO,0,3100.0,543.0,53,PAYING,0,109.0,334.0,19.0,0.8256880733944955
